Name,Conditions,NCT_Number,Phases,Prob_unapproval,Prob_approval
_FLUDARABINE,PERIPHERAL T CELL LYMPHOMA,NCT04083495,Phase 2,0.4072396961067765,0.5927603038932237
_BENDAMUSTINE,PERIPHERAL T CELL LYMPHOMA,NCT04083495,Phase 2,0.49903367469866067,0.5009663253013393
_VINORELBINE,MULTIPLE MYELOMA,NCT03442673,Phase 2,0.19388189155164517,0.8061181084483551
_GEMCITABINE,MULTIPLE MYELOMA,NCT03442673,Phase 2,0.05675964264126901,0.9432403573587311
_VINORELBINE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.32634971173003907,0.6736502882699611
_MITOXANTRONE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.14500115598111318,0.8549988440188869
_DEXAMETHASONE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.019651091433813384,0.9803489085661867
_THALIDOMIDE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.159515134732867,0.8404848652671331
_GEMCITABINE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04182204,Phase 3,0.114221743024983,0.8857782569750172
_GEMCITABINE,NK/T CELL LYMPHOMA,NCT04230330,Phase 1,0.16510984336197995,0.8348901566380204
_DEXAMETHASONE,NK/T CELL LYMPHOMA,NCT04230330,Phase 1,0.044902554811567984,0.9550974451884319
_ENTINOSTAT,ACUTE MYELOID LEUKEMIA,NCT01305499,Phase 2,0.4779379308693878,0.5220620691306124
_METHYLPREDNISOLONE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.259004862264955,0.7409951377350451
_ACETAMINOPHEN,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.43541951136132767,0.5645804886386724
_DIPHENHYDRAMINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.39403569922790976,0.6059643007720898
_METHYLPREDNISOLONE,MULTIPLE MYELOMA,NCT03110822,Phase 1,0.17247102169125877,0.8275289783087415
_MYCOPHENOLATE_MOFETIL,ACUTE MYELOID LEUKEMIA,NCT02782546,Phase 2,0.36565931349593517,0.6343406865040649
_SIROLIMUS,SEVERE APLASTIC ANEMIA,NCT02979873,Phase 2,0.18375284046823923,0.8162471595317611
_CLADRIBINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03318419,Phase 2,0.2235558558597543,0.776444144140246
_CYTARABINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03072771,Phase 1,0.38239928183974037,0.61760071816026
_ETOPOSIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03072771,Phase 1,0.31300941177552644,0.6869905882244737
_CYTARABINE,MYELODYSPLASTIC SYNDROME,NCT03412266,Phase 2,0.04035695635979735,0.9596430436402028
_ELTROMBOPAG,ACUTE MYELOID LEUKEMIA,NCT03603795,Phase 2,0.1695404327456578,0.8304595672543426
_HYDROXYCHLOROQUINE,MULTIPLE MYELOMA,NCT04163107,Phase 1,0.12336420928501164,0.8766357907149884
_ACETAMINOPHEN,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.04363134949976985,0.9563686505002302
_DIPHENHYDRAMINE,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.11393931869228359,0.8860606813077168
_MONTELUKAST,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.03339627178848767,0.9666037282115124
_PROCARBAZINE,PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA,NCT03495960,Phase 2,0.22519139785857337,0.7748086021414268
_TEMOZOLOMIDE,PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA,NCT03495960,Phase 2,0.06158149846941023,0.93841850153059
_IFOSFAMIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03736616,Phase 2,0.2535167721114245,0.7464832278885758
_DEXAMETHASONE,LYMPHOMA,NCT02436707,Phase 2,0.0037876713563640653,0.996212328643636
_IBRUTINIB,LYMPHOMA,NCT02436707,Phase 2,0.32674410752806216,0.6732558924719378
_MESNA,LYMPHOMA,NCT02436707,Phase 2,0.24062474715268,0.75937525284732
_DEXAMETHASONE,WALDENSTRÖM MACROGLOBULINEMIA,NCT04463953,Phase 2,0.019651091433813384,0.9803489085661867
_ZANUBRUTINIB,WALDENSTRÖM MACROGLOBULINEMIA,NCT04463953,Phase 2,0.4066667180109624,0.5933332819890377
_AZACITIDINE,PERIPHERAL T CELL LYMPHOMA,NCT04480125,Phase 2,0.3821788438185644,0.617821156181436
_LENALIDOMIDE,MANTLE CELL LYMPHOMA,NCT04109872,,0.20892693388144415,0.7910730661185559
_LENALIDOMIDE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04404283,Phase 3,0.23323051397063727,0.7667694860293628
_LENALIDOMIDE,NON HODGKIN LYMPHOMA,NCT02180711,Phase 1|Phase 2,0.3473911355701219,0.6526088644298785
_RUXOLITINIB,LYMPHOMA,NCT02974647,Phase 2,0.4393272618887527,0.5606727381112474
_ASPIRIN,"CHRONIC MYELOID LEUKEMIA, CHRONIC PHASE",NCT04160546,Phase 2,0.18215875700814724,0.8178412429918527
_PENTOXIFYLLINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT02451774,Phase 2|Phase 3,0.13762543795176652,0.8623745620482335
_SIMVASTATIN,LYMPHOMA,NCT04514029,Early Phase 1,0.4549786773393933,0.5450213226606069
_BORTEZOMIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT03129828,Phase 1|Phase 2,0.17140183108445523,0.828598168915545
_IBRUTINIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT03129828,Phase 1|Phase 2,0.17285221465083275,0.8271477853491673
_BORTEZOMIB,ACUTE MYELOID LEUKEMIA,NCT04173585,Phase 2,0.08787278089284403,0.9121272191071561
_DASATINIB,ACUTE MYELOID LEUKEMIA,NCT02013648,Phase 3,0.22238109059991854,0.7776189094000814
_DASATINIB,"MYELOID LEUKEMIA, CHRONIC",NCT02890784,Phase 3,0.22238109059991854,0.7776189094000814
_CARFILZOMIB,MANTLE CELL LYMPHOMA,NCT03891355,Phase 2,0.2559500810962007,0.7440499189037995
_CARFILZOMIB,MULTIPLE MYELOMA,NCT03989414,Phase 1|Phase 2,0.2938966414374604,0.7061033585625396
_IXAZOMIB,MANTLE CELL LYMPHOMA,NCT03616782,Phase 2,0.35631009814697395,0.6436899018530261
_THALIDOMIDE,THALASSEMIA,NCT03651102,Phase 2|Phase 3,0.164532381703257,0.8354676182967432
_IBRUTINIB,NON-HODGKIN'S LYMPHOMA,NCT03198026,Phase 2,0.44327146015838986,0.5567285398416102
_DECITABINE,HODGKIN LYMPHOMA,NCT03250962,Phase 2,0.041730359731281336,0.958269640268719
_DECITABINE,NON HODGKIN LYMPHOMA,NCT04337606,Phase 1|Phase 2,0.09133405593503088,0.9086659440649693
_BENDAMUSTINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02753062,Phase 2,0.32591901536720774,0.6740809846327923
_BENDAMUSTINE,MULTIPLE MYELOMA,NCT04083898,Phase 1|Phase 2,0.4452639790619304,0.5547360209380695
_BENDAMUSTINE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02763319,Phase 2|Phase 3,0.19005434104270882,0.8099456589572914
_DOXYCYCLINE,"LYMPHOMA, T-CELL, CUTANEOUS",NCT03116659,Early Phase 1,0.4306599227077016,0.5693400772922984
_IMIQUIMOD,"LYMPHOMA, T-CELL, CUTANEOUS",NCT03116659,Early Phase 1,0.48071037204487915,0.5192896279551209
_VALPROIC_ACID,ACUTE MYELOID LEUKEMIA,NCT01369368,Phase 1|Phase 2,0.23024514188862605,0.769754858111374
_LAMIVUDINE,CHRONIC LYMPHOCYTIC LEUKEMIA,NCT03528941,,0.26729844110344636,0.7327015588965539
_PLERIXAFOR,MULTIPLE MYELOMA,NCT03406091,,0.4129398633025058,0.5870601366974944
_PIOGLITAZONE,ACUTE MYELOID LEUKEMIA,NCT02942758,Phase 2,0.06568360783176731,0.9343163921682327
_PIOGLITAZONE,CHRONIC MYELOID LEUKEMIA,NCT02889003,Phase 2,0.11054450445734823,0.8894554955426518
_DACARBAZINE,HODGKIN LYMPHOMA,NCT03033914,Phase 1|Phase 2,0.323589625169754,0.6764103748302461
_ALBUTEROL,MYASTHENIA GRAVIS,NCT03914638,Phase 2|Phase 3,0.04799181543605342,0.9520081845639468
_DRONABINOL,SICKLE CELL DISEASE,NCT03978156,Phase 1,0.19017638980091595,0.8098236101990841
_RIBAVIRIN,ACUTE MYELOID LEUKEMIA,NCT03760666,Phase 1|Phase 2,0.17775484478982903,0.822245155210171
_BOSUTINIB,CHRONIC MYELOID LEUKEMIA,NCT03831776,Phase 2,0.3000740781843588,0.6999259218156414
_BOSUTINIB,CHRONIC MYELOGENOUS LEUKEMIA,NCT02501330,,0.3445489897487582,0.6554510102512421
_TUCIDINOSTAT,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04231448,Phase 3,0.4354752837649509,0.5645247162350491
_BARICITINIB,UVEITIS,NCT04088409,Phase 3,0.4155623058106411,0.584437694189359
_DANAZOL,IMMUNE THROMBOCYTOPENIA,NCT04481282,Phase 2,0.44592434833667677,0.5540756516633233
_TERBUTALINE,IMMUNE THROMBOCYTOPENIA,NCT04481282,Phase 2,0.2784624413358757,0.7215375586641247
_VOXELOTOR,SICKLE CELL DISEASE,NCT04247594,Phase 2,0.31956239945926823,0.6804376005407319
_ZANUBRUTINIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT04460248,Phase 2,0.3873175566913036,0.6126824433086964
_PREDNISONE,PARKINSON'S DISEASE,NCT04127578,Phase 1|Phase 2,0.11843330417025143,0.8815666958297487
_METHYLPREDNISOLONE,PARKINSON'S DISEASE,NCT04127578,Phase 1|Phase 2,0.17247102169125877,0.8275289783087415
_SIROLIMUS,PARKINSON'S DISEASE,NCT04127578,Phase 1|Phase 2,0.21613010812191127,0.783869891878089
_NIRAPARIB,PANCREATIC ADENOCARCINOMA,NCT03404960,Phase 1|Phase 2,0.40394444881237923,0.5960555511876209
_CYCLOPHOSPHAMIDE,METASTATIC RENAL CELL CARCINOMA,NCT02926053,Phase 1,0.07554581012271912,0.924454189877281
_FLUDARABINE,METASTATIC RENAL CELL CARCINOMA,NCT02926053,Phase 1,0.05160922133854154,0.9483907786614586
_CYCLOPHOSPHAMIDE,RHABDOMYOSARCOMA,NCT04388839,Phase 2,0.1193079715488434,0.880692028451157
_VINCRISTINE,RHABDOMYOSARCOMA,NCT04388839,Phase 2,0.30606114353935715,0.6939388564606429
_CYCLOPHOSPHAMIDE,RETINOBLASTOMA,NCT02870907,Phase 2,0.004245810679337209,0.9957541893206628
_THIOTEPA,RETINOBLASTOMA,NCT02870907,Phase 2,0.16010384355489257,0.8398961564451076
_CYCLOPHOSPHAMIDE,OSTEOSARCOMA,NCT03063983,Phase 2,0.013680158008694742,0.9863198419913054
_METHOTREXATE,OSTEOSARCOMA,NCT03063983,Phase 2,0.005155303710206666,0.9948446962897934
_CAPECITABINE,GLIOBLASTOMA,NCT02669173,Phase 1,0.43732138678334737,0.5626786132166526
_EVEROLIMUS,"CARCINOMA, RENAL CELL",NCT04195750,Phase 3,0.02708264917087354,0.9729173508291266
_VINORELBINE,LUNG ADENOCARCINOMA,NCT03891173,Phase 2,0.3465305073386682,0.653469492661332
_PACLITAXEL,SMALL CELL LUNG CANCER,NCT04210037,Phase 1|Phase 2,0.143160150659779,0.8568398493402211
_PACLITAXEL,PANCREATIC ADENOCARCINOMA,NCT03703063,Phase 1,0.24704136793795256,0.7529586320620476
_PACLITAXEL,SQUAMOUS CELL CARCINOMA,NCT03719924,Phase 2,0.09516535205906004,0.90483464794094
_METHYLPREDNISOLONE,NON SMALL CELL LUNG CANCER,NCT03661567,Phase 2,0.0014787683597988956,0.9985212316402011
_VANCOMYCIN,METASTATIC MELANOMA,NCT03817125,Phase 1,0.04008379450755045,0.9599162054924497
_CLADRIBINE,LEUKEMIA,NCT01515527,Phase 2,0.44586461951465706,0.5541353804853429
_DECITABINE,LEUKEMIA,NCT01515527,Phase 2,0.4078822389477131,0.592117761052287
_LEUCOVORIN,PANCREATIC ADENOCARCINOMA,NCT03193190,Phase 1|Phase 2,0.19662410919640635,0.803375890803594
_FLUOROURACIL,PANCREATIC ADENOCARCINOMA,NCT03193190,Phase 1|Phase 2,0.19011666103629093,0.8098833389637092
_ETOPOSIDE,OSTEOSARCOMA,NCT04154189,Phase 2,0.20059056774000666,0.7994094322599934
_IFOSFAMIDE,OSTEOSARCOMA,NCT04154189,Phase 2,0.23494649154656577,0.7650535084534346
_IDARUBICIN,ACUTE MYELOBLASTIC LEUKEMIA,NCT01296178,Not Applicable,0.024112405337609773,0.9758875946623903
_DEXAMETHASONE,CUSHING DISEASE,NCT03974789,,0.1403374120550959,0.8596625879449041
_ACETAZOLAMIDE,SMALL CELL LUNG CANCER,NCT03467360,Phase 1,0.4101027036479431,0.589897296352057
_ANLOTINIB,GLIOBLASTOMA,NCT04119674,Phase 1|Phase 2,0.23253297593596653,0.7674670240640339
_TEMOZOLOMIDE,GLIOBLASTOMA MULTIFORME,NCT02344355,Phase 2,0.4630904286657919,0.5369095713342082
_PAZOPANIB,GLIOBLASTOMA MULTIFORME,NCT02331498,Phase 1|Phase 2,0.38921857565705564,0.6107814243429442
_PAZOPANIB,KIDNEY CANCER,NCT03571438,Not Applicable,0.19905438383677562,0.8009456161632245
_SUNITINIB,KIDNEY CANCER,NCT03571438,Not Applicable,0.05858275041392544,0.9414172495860746
_TEMSIROLIMUS,KIDNEY CANCER,NCT03571438,Not Applicable,0.20798877593182596,0.7920112240681741
_TEMOZOLOMIDE,SMALL CELL LUNG CANCER,NCT04400188,Phase 1|Phase 2,0.15818070978233156,0.8418192902176684
_TEMOZOLOMIDE,GLIOMA,NCT03257618,Not Applicable,0.20010234303503555,0.7998976569649647
_SUNITINIB,OSTEOSARCOMA,NCT03900793,Phase 1,0.4541117597424053,0.5458882402575946
_LOSARTAN,OSTEOSARCOMA,NCT03900793,Phase 1,0.38679094264880953,0.6132090573511906
_SUNITINIB,RENAL CELL CARCINOMA,NCT02919371,Phase 1|Phase 2,0.07732251736810666,0.9226774826318934
_TYROSINE,"CARCINOMA, NON-SMALL-CELL LUNG",NCT03799094,Phase 1|Phase 2,0.38585626947079377,0.6141437305292063
_TYROSINE,NSCLC,NCT04318938,Phase 2,0.4286391696328067,0.5713608303671934
_RUXOLITINIB,LEUKEMIA,NCT02723994,Phase 2,0.3766203041111716,0.6233796958888285
_DOXORUBICIN,RETINOBLASTOMA,NCT01783535,Phase 2,0.21431688284036696,0.7856831171596329
_MESNA,RETINOBLASTOMA,NCT01783535,Phase 2,0.34226527352984787,0.6577347264701519
_TOPOTECAN,RETINOBLASTOMA,NCT01783535,Phase 2,0.35231390514397837,0.647686094856022
_METFORMIN,GLIOBLASTOMA,NCT03151772,Early Phase 1,0.09225193567763754,0.9077480643223624
_DISULFIRAM,GLIOBLASTOMA,NCT03151772,Early Phase 1,0.24289124170413998,0.7571087582958603
_METFORMIN,GLIOBLASTOMA MULTIFORME,NCT02780024,Phase 2,0.33801125270697824,0.661988747293022
_PEMETREXED,LUNG NEOPLASMS,NCT03380468,Phase 2|Phase 3,0.04901967820159139,0.9509803217984087
_IRINOTECAN_HYDROCHLORIDE,SMALL CELL LUNG CANCER,NCT04381910,Phase 2,0.458687724792001,0.5413122752079991
_SIMVASTATIN,DILATED CARDIOMYOPATHY,NCT03775070,Phase 2,0.24648543618602584,0.7535145638139744
_DEXMEDETOMIDINE,PHEOCHROMOCYTOMA,NCT04320589,Phase 2,0.01616817441415262,0.9838318255858474
_VALGANCICLOVIR,GLIOBLASTOMA MULTIFORME,NCT04116411,Phase 2,0.07615482712054714,0.923845172879453
_CABOZANTINIB,"CARCINOMA, RENAL CELL",NCT04338269,Phase 3,0.40654511833305923,0.5934548816669409
_TRAMETINIB,METASTATIC MELANOMA,NCT02392871,Phase 1|Phase 2,0.42460923465900907,0.575390765340991
_DABRAFENIB,METASTATIC MELANOMA,NCT02392871,Phase 1|Phase 2,0.34614790735751294,0.6538520926424874
_TRAMETINIB,MENINGIOMA,NCT03631953,Phase 1,0.42460923465900907,0.575390765340991
_ALPELISIB,MENINGIOMA,NCT03631953,Phase 1,0.49244517374704555,0.5075548262529544
_LORLATINIB,NON SMALL CELL LUNG CANCER,NCT02927340,Phase 2,0.49829689577133307,0.5017031042286668
_IBRUTINIB,GLIOBLASTOMA,NCT03535350,Phase 1,0.38723024751442126,0.6127697524855787
_DECITABINE,METASTATIC RENAL CELL CARCINOMA,NCT04049344,Phase 2,0.1306728274662942,0.869327172533706
_RISPERIDONE,HUNTINGTON'S DISEASE,NCT04071639,Phase 1,0.10154705243552868,0.8984529475644715
_RISPERIDON,HUNTINGTON'S DISEASE,NCT04071639,Phase 1,0.1872436535102969,0.8127563464897031
_COENZYME_Q1,HUNTINGTON'S DISEASE,NCT04071639,Phase 1,0.27818088310525474,0.7218191168947456
_HALOPERIDOL,HUNTINGTON'S DISEASE,NCT04071639,Phase 1,0.2555056530608516,0.7444943469391485
_APATINIB,GLIOBLASTOMA,NCT03567135,,0.23374536227899445,0.7662546377210055
_APATINIB,GLIOMA,NCT03741244,Phase 2,0.1406142710905559,0.8593857289094444
_TOPOTECAN,SMALL CELL LUNG CANCER,NCT03088813,Phase 2|Phase 3,0.3527390182795823,0.6472609817204177
_DISULFIRAM,GLIOBLASTOMA MULTIFORME,NCT02715609,Phase 1|Phase 2,0.4748141403409616,0.5251858596590383
_COPPER_GLUCONATE,GLIOBLASTOMA MULTIFORME,NCT02715609,Phase 1|Phase 2,0.47942886520629985,0.5205711347937
_TRIFLURIDINE,METASTATIC COLORECTAL CANCER,NCT04166604,Phase 2,0.2956274028174955,0.7043725971825046
_NILOTINIB,HUNTINGTON'S DISEASE,NCT03764215,Phase 1,0.3065498811674582,0.6934501188325417
_ARSENIC_TRIOXIDE,AML,NCT03031249,Phase 1|Phase 2,0.10691476152706526,0.893085238472935
_GADOTERIDOL,GLIOBLASTOMA,NCT02359097,Not Applicable,0.4995063539953547,0.5004936460046453
_FLUCICLOVINE,GLIOBLASTOMA,NCT03926507,Early Phase 1,0.4198385736103949,0.5801614263896052
_PYRUVATE,GLIOMA,NCT03739411,Phase 1,0.39508438247969224,0.6049156175203076
_PYRUVATE,PANCREATIC DUCTAL ADENOCARCINOMA,NCT04565327,Phase 2,0.3174789774261255,0.6825210225738745
_DOTATATE,NEUROENDOCRINE TUMORS,NCT04318561,Phase 1|Phase 2,0.23822726232978358,0.7617727376702164
_PREDNISONE,IDIOPATHIC MEMBRANOUS NEPHROPATHY,NCT03549663,Not Applicable,0.00014531159860123647,0.9998546884013987
_TACROLIMUS,IDIOPATHIC MEMBRANOUS NEPHROPATHY,NCT03549663,Not Applicable,0.0032569113660270675,0.996743088633973
_PREDNISONE,AIRWAY INFLAMMATION,NCT03861390,Phase 1|Phase 2,0.1336461221113918,0.8663538778886084
_CYCLOPHOSPHAMIDE,EPIDERMOLYSIS BULLOSA,NCT01033552,Phase 2,0.2854779834756306,0.7145220165243696
_FLUDARABINE,EPIDERMOLYSIS BULLOSA,NCT01033552,Phase 2,0.4044674850659222,0.5955325149340779
_CYCLOSPORINE,EPIDERMOLYSIS BULLOSA,NCT01033552,Phase 2,0.25145502278059384,0.7485449772194065
_MYCOPHENOLATE_MOFETIL,EPIDERMOLYSIS BULLOSA,NCT01033552,Phase 2,0.46689945483238665,0.5331005451676133
_METHOTREXATE,UVEITIS|MACULAR EDEMA,NCT02623426,Phase 3,0.1941854254325341,0.8058145745674659
_DEXAMETHASONE,UVEITIS|MACULAR EDEMA,NCT02623426,Phase 3,0.09871646876302037,0.9012835312369798
_METHOTREXATE,PROLIFERATIVE VITREORETINOPATHY,NCT04482543,Phase 2|Phase 3,0.004788257966419662,0.9952117420335804
_TACROLIMUS,EPIDERMOLYSIS BULLOSA,NCT02582775,Phase 2,0.1426244978639316,0.8573755021360685
_BUSULFAN,EPIDERMOLYSIS BULLOSA,NCT02582775,Phase 2,0.1925378062654067,0.8074621937345932
_OLAPARIB,PULMONARY ARTERIAL HYPERTENSION,NCT03782818,Phase 1|Phase 2,0.4096445917652412,0.590355408234759
_ACYCLOVIR,UVEITIS,NCT03389191,Not Applicable,0.2492787036245395,0.7507212963754606
_PREDNISOLONE,POLYMYALGIA RHEUMATICA,NCT03576794,Phase 3,0.0009895776601548324,0.9990104223398453
_LEFLUNOMIDE,POLYMYALGIA RHEUMATICA,NCT03576794,Phase 3,0.04039986824256585,0.9596001317574343
_TARTRATE,OPEN ANGLE GLAUCOMA|OCULAR HYPERTENSION,NCT03450629,Phase 3,0.2908279453258007,0.7091720546741993
_BRIMONIDINE,OPEN ANGLE GLAUCOMA|OCULAR HYPERTENSION,NCT03450629,Phase 3,0.15757648137290667,0.8424235186270934
_BRIMONIDINE_TARTRATE,OPEN ANGLE GLAUCOMA|OCULAR HYPERTENSION,NCT03450629,Phase 3,0.4289020275962136,0.5710979724037865
_TOLVAPTAN,"POLYCYSTIC KIDNEY, AUTOSOMAL DOMINANT",NCT02847624,,0.2855649941869699,0.71443500581303
_SULFASALAZINE,PRIMARY SCLEROSING CHOLANGITIS,NCT03561584,Phase 2,0.2749084827475996,0.7250915172524007
_ACETAZOLAMIDE,"HYPOXIA, ALTITUDE",NCT04251364,Not Applicable,0.039289888100724174,0.9607101118992759
_ATORVASTATIN,"HYPOXIA, ALTITUDE",NCT04251364,Not Applicable,0.013598890318841697,0.9864011096811584
_MEMANTINE,SICKLE CELL DISEASE,NCT03247218,Phase 2,0.1598234959553347,0.8401765040446655
_MEMANTINE_HYDROCHLORIDE,SICKLE CELL DISEASE,NCT03247218,Phase 2,0.2896851629307282,0.710314837069272
_LEVAMISOLE,APLASTIC ANEMIA,NCT03218657,Not Applicable,0.11607082731966774,0.8839291726803323
_ACETYLCYSTEINE,IDIOPATHIC PULMONARY FIBROSIS,NCT04312594,Phase 2,0.31340816724681686,0.6865918327531834
_METFORMIN,FRAGILE X SYNDROME,NCT04141163,Phase 1|Phase 2,0.04110932993623631,0.9588906700637638
_METFORMIN,PRIMARY OPEN ANGLE GLAUCOMA,NCT04155164,Not Applicable,0.0037895136098096303,0.9962104863901904
_METFORMIN,ABDOMINAL AORTIC ANEURYSM,NCT03507413,Phase 2|Phase 3,0.04816964439832063,0.9518303556016795
_ASPIRIN,AORTIC STENOSIS,NCT03557242,Not Applicable,0.02805586465548606,0.971944135344514
_WARFARIN,AORTIC STENOSIS,NCT03557242,Not Applicable,0.15156162116953908,0.8484383788304612
_PRAVASTATIN,AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE,NCT04284657,Phase 2,0.06495793160075267,0.9350420683992475
_SODIUM_CITRATE,AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE,NCT04284657,Phase 2,0.22241983778306923,0.7775801622169313
_LOVASTATIN,FRAGILE X SYNDROME,NCT02998151,Phase 2,0.30291890948100086,0.6970810905189994
_ACAMPROSATE,FRAGILE X SYNDROME,NCT02998151,Phase 2,0.4340692652362549,0.5659307347637451
_SACUBITRIL,HYPERTROPHIC CARDIOMYOPATHY,NCT03832660,Phase 2,0.21053495283618384,0.7894650471638165
_IRBESARTAN,FOCAL SEGMENTAL GLOMERULOSCLEROSIS,NCT03493685,Phase 3,0.20768772590964496,0.7923122740903554
_SILDENAFIL,BIRTH ASPHYXIA,NCT04169191,Phase 1,0.07445034377021365,0.9255496562297865
_SILDENAFIL_CITRATE,BIRTH ASPHYXIA,NCT04169191,Phase 1,0.30497997861339565,0.6950200213866046
_SILDENAFIL,BRONCHOPULMONARY DYSPLASIA,NCT03142568,Phase 2,0.06564040575159522,0.9343595942484049
_RIFAMPIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.01827180432401326,0.9817281956759867
_LEVOFLOXACIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.1410236402501855,0.8589763597498146
_OXACILLIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.2575401963539117,0.7424598036460887
_CARBAMAZEPINE,TRIGEMINAL NEURALGIA,NCT03580317,Not Applicable,0.06773219861480893,0.9322678013851912
_PERAMPANEL,AMYOTROPHIC LATERAL SCLEROSIS,NCT03793868,Early Phase 1,0.37128764529762653,0.6287123547023735
_CARVEDILOL,ESOPHAGEAL VARICES,NCT04499898,Phase 2|Phase 3,0.009774360046837538,0.9902256399531625
_GUANFACINE,TRIGEMINAL NEURALGIA,NCT03865940,Phase 2,0.1869275749694804,0.8130724250305198
_TIMOLOL,PRIMARY OPEN ANGLE GLAUCOMA,NCT03193333,Phase 3,0.029331571889514914,0.9706684281104851
_DORZOLAMIDE,PRIMARY OPEN ANGLE GLAUCOMA,NCT03193333,Phase 3,0.19997333365156042,0.8000266663484398
_BRIMONIDINE,PRIMARY OPEN ANGLE GLAUCOMA,NCT03193333,Phase 3,0.13037791695297402,0.8696220830470262
_TIMOLOL,"GLAUCOMA, PRIMARY OPEN ANGLE|OCULAR HYPERTENSION",NCT04149899,Phase 1|Phase 2,0.04685441722597727,0.9531455827740228
_LATANOPROST,OPEN ANGLE GLAUCOMA,NCT04060758,Phase 1,0.08108190675579102,0.918918093244209
_BIMATOPROST,OPEN-ANGLE GLAUCOMA|OCULAR HYPERTENSION,NCT04285580,Phase 3,0.2444185166781482,0.7555814833218519
_FAMOTIDINE,LYMPHOMA,NCT03647072,Phase 3,0.09839406154427258,0.9016059384557277
_BROMOCRIPTINE,PERIPARTUM CARDIOMYOPATHY,NCT02590601,Phase 3,0.18894662372694934,0.8110533762730506
_ALBUTEROL,PULMONARY HYPERTENSION,NCT03270332,Early Phase 1,0.1090405288801184,0.8909594711198817
_TRIAMCINOLONE_HEXACETONIDE,OSTEO ARTHRITIS OF THE KNEES,NCT04231318,Phase 3,0.29868071832869986,0.7013192816713004
_ATOVAQUONE,ACUTE MYELOID LEUKEMIA,NCT03568994,Early Phase 1,0.2604305796249157,0.7395694203750846
_ILOPROST,"RESPIRATORY DISTRESS SYNDROME, ADULT",NCT03111212,Phase 3,0.12464933695613517,0.8753506630438649
_SELEXIPAG,"HYPERTENSION, PULMONARY",NCT04175600,Phase 3,0.44007357774204786,0.5599264222579522
_PYRIDOXAMINE,ABDOMINAL OBESITY METABOLIC SYNDROME,NCT02954588,Not Applicable,0.3043679185190095,0.6956320814809908
_SULFORAPHANE,ALZHEIMER DISEASE,NCT04213391,Not Applicable,0.28925785734754567,0.7107421426524546
_SERLOPITANT,EPIDERMOLYSIS BULLOSA,NCT03836001,Phase 2,0.4428011302413138,0.5571988697586863
_AZD7325,FRAGILE X SYNDROME,NCT03140813,Phase 1,0.3710077195606263,0.6289922804393737
_BARICITINIB,JUVENILE IDIOPATHIC ARTHRITIS,NCT03773978,Phase 3,0.4155623058106411,0.584437694189359
_DOM,FUCHS' ENDOTHELIAL DYSTROPHY,NCT02542644,Not Applicable,0.3002356788828149,0.6997643211171853
_BUSPIRONE,GASTROPARESIS,NCT03587142,Phase 2,0.2493374377624981,0.7506625622375018
_CYCLOPHOSPHAMIDE,CANCER,NCT02574728,Phase 2,0.2854779834756306,0.7145220165243696
_SIROLIMUS,CANCER,NCT02574728,Phase 2,0.21299714161811076,0.7870028583818892
_ETOPOSIDE,CANCER,NCT02574728,Phase 2,0.2854407936179721,0.7145592063820283
_GEMCITABINE,CANCER,NCT03507491,Phase 1,0.4440742623203677,0.5559257376796325
_GEFITINIB,CANCER,NCT02929693,Phase 3,0.11737427120756508,0.8826257287924352
